"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"POLR2J3.1",3.57695047839004e-05,-0.324138472312208,0.356,0.514,0.501381148555931,"AS+","POLR2J3"
"IGLC2.1",3.89322959449326e-05,-0.296635258706427,0.045,0.13,0.54571399226012,"AS+","IGLC2"
"CCND3.1",3.91178594888129e-05,0.344668872926254,0.523,0.345,0.548315036454691,"AS+","CCND3"
"HLA-DRB1.1",4.21436607307833e-05,-0.334672650916417,0.107,0.226,0.59072769246339,"AS+","HLA-DRB1"
"SNHG8.1",4.68409343908027e-05,0.328893230429358,0.608,0.446,0.656569377355881,"AS+","SNHG8"
"DDIT4.1",6.30021080303913e-05,0.35455135360313,0.412,0.243,0.883100548261995,"AS+","DDIT4"
"PTPN4.1",6.83049896097558e-05,-0.376316069563773,0.179,0.305,0.957431039359946,"AS+","PTPN4"
"ESYT1.1",0.000106194686688726,-0.283379470865311,0.085,0.186,1,"AS+","ESYT1"
"CD79A.1",0.000120756744837681,-0.272730473775462,0.07,0.164,1,"AS+","CD79A"
"ADTRP.1",0.000139524722299649,0.337520643793257,0.129,0.028,1,"AS+","ADTRP"
"PEBP1.1",0.000165509364149355,0.321606711085968,0.432,0.277,1,"AS+","PEBP1"
"MAN2B1.1",0.000175125788328723,-0.251276986589891,0.033,0.102,1,"AS+","MAN2B1"
"COMMD7.1",0.000211956914383817,-0.261844099936283,0.147,0.266,1,"AS+","COMMD7"
"BRD2.1",0.000237983516954376,0.278137774698997,0.202,0.079,1,"AS+","BRD2"
"ISG15.1",0.00028354867042461,-0.324113914379897,0.132,0.243,1,"AS+","ISG15"
"LYAR.1",0.000338961359934514,-0.259777288760512,0.098,0.198,1,"AS+","LYAR"
"ALOX5AP.1",0.000440047217016983,0.329595212995706,0.23,0.107,1,"AS+","ALOX5AP"
"PHYKPL.1",0.000674280520964202,-0.282737218037096,0.127,0.232,1,"AS+","PHYKPL"
"GRAP2.1",0.000693136438412864,-0.274428850564722,0.1,0.192,1,"AS+","GRAP2"
"ARRDC3.1",0.000719280151904272,0.282681287086966,0.244,0.119,1,"AS+","ARRDC3"
"NUCB2.1",0.000843508216226664,-0.320451874354034,0.17,0.277,1,"AS+","NUCB2"
"DNAJB1.1",0.000959026783671763,0.288258169387658,0.397,0.254,1,"AS+","DNAJB1"
"C9orf78.1",0.00115895080870113,0.285669054267843,0.422,0.288,1,"AS+","C9orf78"
"SELL.1",0.00118602727799006,-0.271708047200986,0.471,0.588,1,"AS+","SELL"
"CD8B.1",0.00136349212077009,-0.297145730709846,0.225,0.339,1,"AS+","CD8B"
"ILF3-AS1.1",0.00136492648112639,-0.271407651307683,0.245,0.356,1,"AS+","ILF3-AS1"
"GCC2.1",0.00157410266122356,-0.277735093138054,0.249,0.356,1,"AS+","GCC2"
"LY6E.1",0.00179758865228858,-0.272680960052386,0.541,0.621,1,"AS+","LY6E"
"SH3YL1.1",0.00214727034292078,0.251189391697754,0.199,0.096,1,"AS+","SH3YL1"
"FOSB.1",0.00522351328451654,0.303298011014892,0.207,0.124,1,"AS+","FOSB"
"PRKCB.1",0.00835597164374059,-0.256537698695347,0.157,0.237,1,"AS+","PRKCB"
